Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Non-Travel,616,Research & Development,18,5,Technical Degree,1,1037,4,Male,36,2,4,Sales Executive,4,Married,13531,15285,2,Y,No,15,3,1,80,1,11,6,1,9,6,4,2
18,No,Travel_Rarely,275,Research & Development,16,2,Medical,1,1038,2,Female,47,2,2,Laboratory Technician,4,Married,6738,23650,0,Y,No,22,3,2,80,0,1,6,3,0,0,0,0
36,No,Travel_Rarely,1160,Research & Development,10,4,Life Sciences,1,1039,3,Male,57,3,2,Research Scientist,3,Married,4856,16571,2,Y,No,22,4,4,80,2,8,6,2,8,2,1,5
53,No,Travel_Rarely,830,Research & Development,20,1,Life Sciences,1,1040,1,Male,42,4,5,Healthcare Representative,3,Divorced,18546,11644,4,Y,No,21,3,3,80,0,21,3,3,10,7,4,5
48,No,Travel_Rarely,1206,Research & Development,22,5,Life Sciences,1,1041,4,Female,35,4,4,Sales Executive,3,Divorced,13284,3620,4,Y,No,21,3,1,80,2,14,6,4,3,2,2,1
54,No,Travel_Rarely,482,Research & Development,19,1,Life Sciences,1,1042,3,Male,39,1,4,Sales Representative,3,Married,13093,20727,0,Y,Yes,14,3,2,80,3,22,0,1,11,10,1,5
35,No,Travel_Frequently,321,Sales,21,3,Life Sciences,1,1043,2,Male,76,4,2,Manufacturing Director,3,Married,4667,17194,1,Y,No,20,3,3,80,2,6,1,4,6,3,1,2
34,No,Non-Travel,611,Research & Development,16,2,Medical,1,1044,3,Male,38,1,2,Human Resources,1,Single,7627,23747,0,Y,No,15,3,3,80,0,8,4,4,1,0,0,1
48,No,Travel_Rarely,436,Research & Development,4,1,Life Sciences,1,1045,1,Male,32,1,4,Manager,1,Married,15209,8189,2,Y,No,18,4,4,80,3,14,5,3,10,4,1,6
24,No,Travel_Rarely,812,Sales,12,3,Life Sciences,1,1046,2,Female,80,4,1,Healthcare Representative,4,Divorced,3282,11572,1,Y,Yes,19,3,3,80,2,6,0,2,6,3,3,2
28,Yes,Travel_Rarely,802,Sales,10,5,Life Sciences,1,1047,2,Male,62,2,2,Sales Representative,1,Divorced,4843,8109,3,Y,No,22,3,1,80,3,7,2,1,5,2,2,2
43,No,Travel_Rarely,287,Sales,14,1,Life Sciences,1,1048,2,Male,96,4,4,Sales Executive,1,Married,13338,6097,1,Y,No,24,4,4,80,0,15,0,1,10,3,3,8
46,No,Travel_Rarely,755,Research & Development,23,2,Other,1,1049,4,Female,57,1,5,Healthcare Representative,4,Married,18560,24286,2,Y,No,17,3,3,80,3,15,0,3,9,4,2,4
23,No,Travel_Rarely,644,Research & Development,19,1,Life Sciences,1,1050,2,Female,57,1,2,Laboratory Technician,4,Single,7647,11269,0,Y,No,12,3,4,80,2,6,0,1,2,1,1,1
39,No,Travel_Rarely,827,Research & Development,18,1,Life Sciences,1,1051,1,Male,33,4,2,Manager,2,Single,5849,2221,1,Y,No,11,3,1,80,3,8,6,4,2,2,0,2
33,No,Travel_Rarely,1164,Research & Development,1,2,Medical,1,1052,2,Female,37,1,3,Sales Executive,1,Married,9397,3643,3,Y,Yes,16,3,3,80,3,10,6,1,8,3,1,2
39,No,Travel_Frequently,738,Research & Development,11,3,Technical Degree,1,1053,1,Male,89,3,3,Laboratory Technician,3,Divorced,8740,10554,3,Y,No,17,3,1,80,3,17,4,4,13,7,1,8
59,No,Travel_Rarely,489,Research & Development,8,4,Marketing,1,1054,2,Male,45,3,5,Healthcare Representative,1,Married,17937,2979,3,Y,No,19,3,1,80,1,14,0,4,5,3,2,3
21,No,Travel_Rarely,1364,Research & Development,17,4,Technical Degree,1,1055,3,Female,35,2,2,Laboratory Technician,2,Single,5623,24205,1,Y,Yes,16,3,4,80,3,5,5,2,4,1,2,1
60,No,Travel_Rarely,1170,Research & Development,26,4,Human Resources,1,1056,1,Male,83,1,4,Research Scientist,3,Married,12709,22638,4,Y,No,15,3,4,80,3,23,3,2,15,9,5,5
37,No,Travel_Rarely,1444,Sales,14,4,Medical,1,1057,1,Male,100,4,3,Laboratory Technician,4,Single,9934,24666,3,Y,No,22,3,4,80,3,15,5,3,7,6,3,5
51,No,Travel_Rarely,424,Human Resources,3,2,Other,1,1058,2,Male,54,3,4,Research Director,1,Single,13102,23332,2,Y,No,15,3,1,80,2,19,3,4,12,7,1,3
36,No,Travel_Frequently,960,Research & Development,11,5,Life Sciences,1,1059,2,Female,57,4,3,Sales Executive,3,Divorced,7814,3317,1,Y,No,11,3,4,80,3,10,0,1,8,4,2,2
31,No,Travel_Frequently,1155,Research & Development,1,1,Technical Degree,1,1060,1,Female,77,3,3,Research Scientist,1,Single,9476,18215,1,Y,No,17,3,1,80,2,9,6,1,9,7,4,4
51,No,Travel_Rarely,1349,Human Resources,21,4,Technical Degree,1,1061,2,Male,37,3,5,Human Resources,2,Married,18162,23357,1,Y,No,20,3,2,80,1,14,6,1,5,4,3,4
47,No,Travel_Rarely,373,Research & Development,8,1,Technical Degree,1,1062,4,Female,44,3,4,Human Resources,3,Married,13737,23430,3,Y,No,13,3,2,80,0,13,6,2,9,7,3,4
24,No,Travel_Rarely,454,Sales,24,4,Medical,1,1063,3,Male,91,3,2,Sales Executive,1,Single,2335,13539,2,Y,No,11,3,4,80,1,0,4,3,0,0,0,0
48,No,Travel_Rarely,1430,Research & Development,25,1,Marketing,1,1064,3,Female,83,2,5,Manufacturing Director,3,Single,18613,25391,3,Y,No,20,3,3,80,3,20,6,2,8,5,4,4
50,No,Travel_Rarely,893,Sales,28,2,Life Sciences,1,1065,1,Male,40,4,4,Sales Executive,4,Single,14713,6270,3,Y,No,13,3,2,80,0,17,0,2,8,5,2,4
34,Yes,Travel_Frequently,316,Research & Development,8,2,Medical,1,1066,4,Male,76,4,1,Human Resources,2,Married,2248,19189,0,Y,No,24,3,1,80,3,5,2,2,4,2,1,3
57,No,Travel_Rarely,371,Sales,29,4,Life Sciences,1,1067,3,Male,97,1,4,Laboratory Technician,4,Divorced,14671,8736,4,Y,Yes,16,3,2,80,2,20,2,1,9,5,1,7
45,No,Travel_Rarely,1498,Research & Development,24,1,Medical,1,1068,2,Male,45,4,4,Laboratory Technician,3,Married,13981,24798,0,Y,No,24,3,2,80,0,18,3,1,11,9,1,4
32,No,Travel_Rarely,1357,Research & Development,8,2,Medical,1,1069,3,Female,45,1,2,Research Scientist,4,Married,6805,24415,1,Y,Yes,12,3,3,80,0,11,0,1,4,2,1,3
18,Yes,Travel_Rarely,421,Sales,26,2,Life Sciences,1,1070,1,Male,96,3,1,Manufacturing Director,3,Married,2118,24996,1,Y,Yes,18,3,1,80,0,0,5,1,0,0,0,0
47,No,Non-Travel,873,Research & Development,8,4,Life Sciences,1,1071,3,Male,98,4,3,Sales Executive,4,Divorced,8210,3658,1,Y,No,17,3,2,80,2,4,2,4,1,1,0,1
26,No,Travel_Rarely,1094,Research & Development,15,5,Life Sciences,1,1072,2,Male,67,2,1,Sales Representative,1,Single,1236,8929,0,Y,Yes,15,3,3,80,1,6,0,4,1,0,0,1
50,No,Travel_Rarely,725,Research & Development,18,4,Medical,1,1073,1,Female,64,1,3,Laboratory Technician,2,Divorced,8390,11824,1,Y,Yes,16,3,3,80,0,13,1,2,8,2,3,1
40,Yes,Travel_Rarely,528,Sales,17,3,Medical,1,1074,1,Male,45,4,3,Manufacturing Director,2,Married,7994,25752,0,Y,Yes,16,3,3,80,0,14,0,3,4,3,1,2
38,No,Travel_Frequently,1080,Sales,6,2,Marketing,1,1075,2,Female,33,4,3,Research Director,4,Divorced,9652,18642,2,Y,No,11,3,2,80,2,14,4,1,10,3,2,6
25,No,Travel_Rarely,216,Research & Development,27,5,Life Sciences,1,1076,2,Male,70,2,2,Sales Executive,3,Single,4750,26596,2,Y,No,14,4,3,80,1,9,6,1,8,6,1,5
48,No,Travel_Rarely,392,Research & Development,22,1,Marketing,1,1077,1,Male,40,4,4,Sales Executive,1,Single,13492,23680,2,Y,No,15,3,1,80,3,21,0,3,15,3,7,5
25,No,Travel_Rarely,136,Research & Development,29,1,Medical,1,1078,4,Female,59,1,1,Laboratory Technician,4,Married,2190,9061,2,Y,No,19,4,2,80,3,9,0,4,8,3,4,2
35,No,Travel_Rarely,1346,Sales,27,2,Life Sciences,1,1079,2,Female,96,3,2,Sales Representative,3,Single,5533,6802,1,Y,No,15,3,4,80,0,15,6,4,8,3,2,2
53,Yes,Travel_Frequently,307,Research & Development,24,2,Life Sciences,1,1080,1,Female,95,1,3,Sales Executive,2,Married,10886,17720,2,Y,No,13,3,4,80,3,22,2,2,11,4,4,3
57,No,Travel_Rarely,1316,Research & Development,24,3,Medical,1,1081,1,Female,62,1,5,Sales Representative,2,Married,14803,21603,3,Y,No,21,3,3,80,0,24,0,2,15,13,7,4
60,No,Travel_Rarely,672,Sales,18,5,Life Sciences,1,1082,2,Female,51,2,5,Laboratory Technician,3,Married,18943,7578,9,Y,No,15,3,2,80,1,20,1,4,19,6,1,6
59,No,Travel_Rarely,248,Research & Development,11,4,Life Sciences,1,1083,1,Male,99,3,5,Manufacturing Director,4,Single,19999,18808,2,Y,No,11,3,4,80,2,15,4,1,9,3,5,2
41,No,Travel_Rarely,912,Research & Development,18,2,Life Sciences,1,1084,1,Female,92,1,3,Manufacturing Director,3,Married,7883,11900,2,Y,No,13,3,2,80,1,21,0,4,9,6,3,3
26,No,Travel_Rarely,546,Research & Development,6,2,Life Sciences,1,1085,1,Male,72,3,2,Sales Executive,4,Single,6132,21550,0,Y,No,19,3,4,80,2,5,2,2,4,3,1,3
54,No,Travel_Frequently,770,Research & Development,26,4,Life Sciences,1,1086,2,Female,82,4,4,Research Scientist,3,Divorced,15413,17636,2,Y,No,14,3,3,80,2,22,6,1,19,9,6,10
52,No,Travel_Rarely,1468,Research & Development,29,2,Life Sciences,1,1087,4,Female,61,1,3,Manager,1,Married,8169,19439,4,Y,No,24,3,1,80,3,15,3,4,10,7,2,4
60,No,Travel_Rarely,982,Research & Development,19,5,Marketing,1,1088,3,Female,78,1,4,Laboratory Technician,4,Married,13217,3026,3,Y,Yes,21,3,3,80,3,24,1,4,10,2,4,7
45,No,Travel_Rarely,126,Sales,9,3,Medical,1,1089,1,Male,69,3,4,Manufacturing Director,3,Divorced,15122,23088,1,Y,No,15,4,4,80,3,5,5,2,2,2,1,1
24,No,Travel_Frequently,235,Sales,5,3,Medical,1,1090,1,Male,43,2,2,Human Resources,3,Married,6094,18192,3,Y,No,25,3,4,80,3,3,3,1,2,1,0,0
39,No,Travel_Rarely,1179,Sales,11,5,Medical,1,1091,1,Female,34,1,2,Sales Executive,3,Married,5425,7096,0,Y,No,21,4,3,80,1,11,2,1,6,5,2,3
37,No,Travel_Rarely,1046,Research & Development,24,2,Medical,1,1092,1,Male,36,4,3,Laboratory Technician,1,Single,9233,14198,0,Y,Yes,21,3,1,80,3,12,1,2,10,6,5,4
54,Yes,Travel_Rarely,784,Research & Development,17,3,Life Sciences,1,1093,3,Male,86,2,5,Research Scientist,4,Married,19999,9050,1,Y,No,12,3,1,80,1,21,5,3,16,14,8,9
34,No,Travel_Rarely,1198,Sales,15,3,Life Sciences,1,1094,3,Female,91,1,2,Sales Executive,4,Married,5436,5176,0,Y,No,14,3,4,80,3,5,3,3,2,1,1,1
32,No,Non-Travel,415,Sales,11,2,Life Sciences,1,1095,2,Male,66,2,2,Human Resources,4,Single,5867,13942,2,Y,No,20,3,2,80,1,10,3,3,9,6,1,4
21,No,Travel_Rarely,424,Research & Development,16,1,Medical,1,1096,2,Female,70,3,2,Human Resources,3,Divorced,6127,19143,2,Y,No,17,3,2,80,2,7,5,3,1,1,0,0
53,No,Travel_Rarely,670,Research & Development,3,2,Medical,1,1097,3,Female,95,2,4,Research Scientist,1,Single,13446,21650,0,Y,Yes,23,3,3,80,3,25,2,1,19,7,2,7
50,No,Travel_Rarely,1208,Research & Development,9,1,Life Sciences,1,1098,2,Male,98,4,4,Human Resources,3,Married,15426,25566,3,Y,No,20,3,4,80,0,18,4,1,0,0,0,0
19,No,Travel_Rarely,1474,Research & Development,9,4,Medical,1,1099,4,Female,80,3,1,Sales Executive,2,Single,1763,17748,1,Y,Yes,12,3,2,80,3,0,1,4,0,0,0,0
36,No,Travel_Rarely,451,Research & Development,9,1,Other,1,1100,3,Female,66,1,2,Human Resources,3,Married,5342,2150,0,Y,No,24,3,3,80,3,5,4,1,4,3,2,2
38,No,Travel_Rarely,965,Sales,21,2,Life Sciences,1,1101,4,Male,61,2,2,Sales Representative,4,Divorced,6421,12009,2,Y,No,25,3,3,80,1,17,3,3,11,5,1,2
38,Yes,Travel_Rarely,722,Research & Development,3,5,Medical,1,1102,1,Female,71,2,2,Sales Executive,1,Single,4232,12996,3,Y,No,21,3,2,80,2,13,3,2,11,9,6,7
57,No,Travel_Frequently,1332,Research & Development,9,3,Medical,1,1103,2,Male,83,1,4,Manufacturing Director,2,Married,15046,26546,2,Y,No,22,4,3,80,1,19,2,3,9,4,5,5
24,No,Travel_Frequently,1227,Research & Development,13,4,Medical,1,1104,4,Male,100,1,2,Sales Representative,2,Married,5728,5235,0,Y,No,13,3,1,80,3,0,0,2,0,0,0,0
31,No,Travel_Rarely,343,Research & Development,11,4,Marketing,1,1105,3,Male,77,1,1,Research Scientist,4,Divorced,4590,24109,0,Y,No,22,3,2,80,0,4,6,1,0,0,0,0
25,No,Non-Travel,1062,Sales,12,2,Marketing,1,1106,4,Male,80,3,2,Research Scientist,3,Single,6235,7249,2,Y,No,20,4,2,80,2,7,2,2,6,4,2,5
28,No,Non-Travel,126,Research & Development,3,4,Life Sciences,1,1107,2,Male,31,1,2,Healthcare Representative,2,Divorced,5305,18749,2,Y,No,12,4,3,80,2,7,5,1,6,2,1,2
57,No,Travel_Rarely,805,Research & Development,16,2,Medical,1,1108,2,Male,55,2,3,Sales Executive,2,Married,8778,14337,0,Y,No,13,3,2,80,0,12,6,1,12,8,2,8
58,No,Travel_Rarely,475,Research & Development,4,4,Marketing,1,1109,4,Female,49,1,4,Sales Executive,2,Married,14321,26305,3,Y,No,19,3,2,80,3,22,3,2,16,7,1,7
19,No,Travel_Rarely,618,Research & Development,5,4,Life Sciences,1,1110,2,Female,88,4,2,Research Scientist,1,Married,7928,9348,1,Y,No,16,3,4,80,1,0,5,4,0,0,0,0
45,No,Travel_Rarely,563,Research & Development,21,5,Other,1,1111,2,Male,48,4,4,Manager,3,Married,14102,13940,4,Y,Yes,19,3,4,80,2,18,3,1,11,9,4,7
28,No,Travel_Rarely,889,Research & Development,13,5,Life Sciences,1,1112,2,Male,50,3,1,Research Scientist,4,Married,2834,18261,1,Y,Yes,25,3,4,80,3,7,0,4,2,1,0,2
26,No,Travel_Rarely,1287,Research & Development,8,1,Medical,1,1113,1,Female,76,2,2,Laboratory Technician,1,Single,5265,6743,0,Y,Yes,20,3,3,80,0,3,6,3,1,1,0,1
30,No,Non-Travel,828,Research & Development,29,2,Medical,1,1114,4,Male,67,3,2,Sales Executive,2,Married,5727,8669,2,Y,No,24,3,2,80,1,10,5,4,7,5,1,3
26,No,Travel_Rarely,1311,Research & Development,10,3,Medical,1,1115,4,Female,58,2,2,Sales Executive,4,Married,4139,20778,1,Y,No,11,3,2,80,2,6,3,3,4,2,2,2
39,No,Travel_Frequently,1459,Sales,5,2,Technical Degree,1,1116,1,Male,46,4,2,Healthcare Representative,3,Married,5041,21426,4,Y,No,14,3,4,80,0,16,5,1,5,2,3,2
60,No,Travel_Rarely,413,Research & Development,2,4,Life Sciences,1,1117,2,Female,93,3,5,Sales Executive,1,Single,17785,18883,5,Y,No,24,3,3,80,2,21,4,2,15,5,4,9
43,Yes,Travel_Rarely,1256,Research & Development,24,5,Medical,1,1118,3,Female,100,1,3,Healthcare Representative,1,Married,7442,6663,2,Y,Yes,21,3,4,80,2,13,5,1,7,2,3,3
49,Yes,Travel_Frequently,405,Research & Development,20,2,Medical,1,1119,1,Female,34,1,4,Laboratory Technician,1,Married,14965,7440,1,Y,No,16,3,4,80,3,14,0,1,10,6,5,3
39,No,Travel_Rarely,264,Research & Development,12,5,Technical Degree,1,1120,2,Female,96,4,3,Healthcare Representative,3,Married,8532,24688,1,Y,No,15,3,4,80,1,12,5,3,11,6,4,2
18,No,Travel_Rarely,393,Human Resources,7,5,Medical,1,1121,4,Female,88,3,1,Laboratory Technician,4,Divorced,2110,24512,1,Y,Yes,22,3,3,80,3,7,1,4,0,0,0,0
21,Yes,Travel_Rarely,678,Research & Development,18,5,Other,1,1122,4,Female,92,3,1,Research Director,1,Married,2820,12059,2,Y,Yes,11,3,2,80,2,1,6,3,0,0,0,0
29,Yes,Travel_Rarely,339,Research & Development,19,1,Technical Degree,1,1123,4,Female,61,2,2,Sales Executive,3,Married,5205,15836,1,Y,No,12,3,4,80,2,9,6,2,6,1,3,2
28,No,Travel_Rarely,922,Research & Development,1,2,Life Sciences,1,1124,4,Female,58,3,2,Human Resources,3,Single,5563,3475,0,Y,No,23,3,1,80,2,3,0,3,2,2,0,1
54,No,Travel_Rarely,935,Human Resources,5,1,Technical Degree,1,1125,3,Female,73,2,3,Research Scientist,4,Divorced,6691,18422,2,Y,Yes,22,3,2,80,3,10,4,1,10,8,4,5
54,No,Travel_Rarely,1087,Sales,22,1,Other,1,1126,2,Female,81,3,5,Sales Executive,3,Single,17690,4577,1,Y,No,23,3,4,80,2,18,2,1,14,10,4,4
54,No,Travel_Rarely,1375,Research & Development,4,1,Life Sciences,1,1127,4,Female,96,2,4,Manufacturing Director,4,Married,12270,4232,3,Y,No,18,3,3,80,1,19,1,3,10,6,1,7
45,No,Travel_Rarely,349,Research & Development,9,3,Medical,1,1128,2,Female,48,1,4,Research Scientist,2,Single,12920,15367,2,Y,No,15,3,3,80,3,13,6,4,9,3,4,3
41,No,Travel_Rarely,1471,Research & Development,11,1,Life Sciences,1,1129,3,Female,98,4,4,Laboratory Technician,2,Single,13133,23254,0,Y,Yes,16,3,3,80,2,7,2,3,1,1,0,0
45,No,Travel_Rarely,1262,Research & Development,6,2,Medical,1,1130,3,Female,57,4,4,Sales Representative,4,Divorced,12759,24783,0,Y,Yes,22,3,2,80,1,15,3,2,10,7,5,3
35,No,Travel_Rarely,177,Research & Development,13,5,Life Sciences,1,1131,3,Female,77,4,3,Sales Representative,3,Single,9417,12791,2,Y,No,14,3,4,80,2,10,2,2,9,7,5,3
46,No,Travel_Rarely,982,Research & Development,6,5,Marketing,1,1132,3,Male,87,3,3,Healthcare Representative,2,Single,10708,14928,1,Y,No,11,3,2,80,3,11,4,2,10,4,4,6
52,No,Travel_Frequently,462,Research & Development,5,5,Life Sciences,1,1133,4,Male,76,3,5,Human Resources,3,Single,19991,15648,2,Y,No,18,3,2,80,2,12,1,4,9,5,3,3
50,No,Travel_Rarely,196,Research & Development,3,1,Medical,1,1134,1,Male,34,4,4,Laboratory Technician,2,Divorced,13322,13305,0,Y,No,19,3,1,80,3,15,2,3,12,6,6,8
44,No,Travel_Rarely,1054,Research & Development,3,4,Life Sciences,1,1135,2,Male,92,3,4,Sales Executive,3,Divorced,14252,20051,0,Y,No,17,3,1,80,2,15,4,4,10,6,2,5
20,No,Travel_Rarely,184,Sales,24,4,Medical,1,1136,3,Male,33,4,1,Sales Representative,3,Divorced,2920,21340,0,Y,No,25,4,1,80,3,4,1,1,1,1,0,0
49,No,Non-Travel,350,Research & Development,19,1,Medical,1,1137,3,Female,68,4,5,Research Scientist,1,Divorced,18269,13673,0,Y,No,20,3,2,80,0,12,5,2,4,1,1,1
33,No,Travel_Rarely,1060,Research & Development,13,5,Medical,1,1138,3,Male,76,3,3,Sales Executive,3,Divorced,10090,7742,1,Y,No,22,4,2,80,3,9,6,1,1,0,0,1
49,No,Travel_Rarely,218,Research & Development,11,3,Life Sciences,1,1139,2,Male,47,3,4,Sales Executive,4,Married,16409,22988,2,Y,No,14,3,3,80,3,19,4,1,14,3,5,6
41,No,Travel_Rarely,1157,Research & Development,29,5,Life Sciences,1,1140,4,Male,84,4,3,Research Scientist,3,Single,6736,18945,1,Y,Yes,19,3,3,80,0,8,2,4,5,2,2,3
55,No,Travel_Rarely,139,Research & Development,22,1,Medical,1,1141,1,Male,72,3,4,Research Scientist,3,Married,15728,12246,1,Y,No,16,3,1,80,3,18,1,1,5,2,0,4
32,No,Travel_Rarely,535,Research & Development,29,4,Human Resources,1,1142,3,Male,57,1,2,Research Scientist,4,Single,4791,7530,0,Y,Yes,16,3,3,80,2,12,3,3,5,1,2,1
58,Yes,Travel_Rarely,460,Sales,12,1,Life Sciences,1,1143,1,Male,40,4,4,Manufacturing Director,2,Married,13685,12246,1,Y,No,12,3,1,80,1,15,3,1,9,4,3,4
54,No,Travel_Rarely,328,Research & Development,6,5,Medical,1,1144,3,Male,77,1,3,Manager,3,Single,8839,23147,3,Y,No,22,3,3,80,0,22,1,1,13,9,7,6
32,Yes,Travel_Rarely,845,Research & Development,5,4,Life Sciences,1,1145,1,Female,37,1,1,Human Resources,1,Single,4857,10338,3,Y,No,17,3,1,80,1,13,2,4,9,7,2,3
38,No,Travel_Rarely,409,Sales,5,1,Medical,1,1146,1,Male,94,2,4,Sales Executive,1,Married,14337,24043,0,Y,No,25,3,1,80,2,10,6,2,6,3,2,3
40,No,Travel_Frequently,312,Sales,7,2,Life Sciences,1,1147,2,Female,38,1,3,Sales Executive,3,Single,8995,8235,1,Y,No,19,3,4,80,2,10,1,2,2,1,1,1
51,No,Travel_Rarely,649,Research & Development,12,2,Medical,1,1148,1,Male,37,1,5,Manufacturing Director,1,Single,19999,6939,3,Y,Yes,13,3,1,80,0,20,1,1,10,7,3,6
47,No,Non-Travel,795,Research & Development,13,1,Life Sciences,1,1149,2,Male,44,1,4,Sales Executive,4,Single,15213,3719,0,Y,Yes,21,3,4,80,1,14,2,3,8,4,1,5
54,No,Travel_Frequently,984,Research & Development,9,1,Life Sciences,1,1150,3,Female,88,3,4,Research Scientist,4,Married,14613,5669,0,Y,No,11,3,2,80,0,9,6,4,9,3,1,2
33,No,Travel_Frequently,221,Sales,8,5,Life Sciences,1,1151,1,Male,90,4,1,Healthcare Representative,4,Single,4221,8587,0,Y,Yes,22,3,4,80,1,8,2,2,3,2,0,1
39,No,Travel_Frequently,364,Research & Development,4,5,Life Sciences,1,1152,3,Female,71,2,3,Sales Representative,1,Single,7783,20108,4,Y,No,16,3,1,80,3,13,2,4,7,6,2,5
36,Yes,Travel_Rarely,172,Research & Development,29,3,Medical,1,1153,2,Male,86,2,4,Sales Executive,2,Single,11919,15276,0,Y,No,11,3,2,80,3,12,2,2,8,4,3,4
57,No,Travel_Rarely,1207,Research & Development,3,5,Other,1,1154,4,Male,59,3,5,Healthcare Representative,3,Married,19999,18353,6,Y,Yes,18,3,4,80,3,16,6,3,8,7,3,5
31,No,Travel_Rarely,883,Research & Development,29,4,Medical,1,1155,3,Male,100,3,2,Healthcare Representative,1,Single,4255,4532,1,Y,No,18,3,1,80,0,6,2,4,3,1,1,2
43,No,Travel_Rarely,449,Sales,9,1,Technical Degree,1,1156,2,Male,33,4,2,Research Director,4,Single,4859,17576,3,Y,Yes,14,3,2,80,2,16,2,4,6,2,0,3
23,Yes,Travel_Rarely,845,Research & Development,9,4,Medical,1,1157,4,Female,73,3,1,Research Scientist,4,Divorced,2602,18271,1,Y,No,12,3,1,80,1,4,2,3,4,1,0,1
54,No,Travel_Rarely,1232,Sales,6,1,Life Sciences,1,1158,1,Female,57,4,4,Manager,4,Divorced,13395,14780,3,Y,No,20,4,2,80,1,12,6,2,12,9,5,7
34,No,Travel_Rarely,1165,Research & Development,18,5,Life Sciences,1,1159,3,Male,55,4,3,Manager,2,Single,7629,17990,2,Y,No,17,4,4,80,3,13,4,2,6,3,3,3
32,Yes,Non-Travel,1392,Sales,5,2,Life Sciences,1,1160,1,Female,86,2,3,Research Scientist,1,Single,9056,5308,2,Y,Yes,15,4,3,80,3,7,4,4,4,2,2,1
43,Yes,Travel_Rarely,423,Research & Development,12,1,Life Sciences,1,1161,2,Male,84,4,3,Healthcare Representative,4,Single,9069,14430,0,Y,Yes,19,3,2,80,2,17,1,2,2,2,1,1
39,No,Travel_Rarely,331,Sales,16,2,Technical Degree,1,1162,2,Female,68,4,3,Healthcare Representative,3,Married,9244,20012,0,Y,Yes,25,3,3,80,3,6,0,2,1,1,1,0
54,No,Travel_Rarely,1169,Research & Development,1,4,Medical,1,1163,3,Female,91,1,5,Research Scientist,4,Single,19669,5538,1,Y,No,24,3,2,80,1,17,0,4,9,3,5,5
40,No,Travel_Rarely,1384,Research & Development,7,5,Medical,1,1164,2,Male,42,4,2,Laboratory Technician,2,Divorced,5000,6136,0,Y,No,14,3,1,80,0,13,2,4,11,8,4,2
40,No,Travel_Frequently,346,Research & Development,29,3,Medical,1,1165,3,Male,35,3,3,Laboratory Technician,1,Divorced,7998,20737,4,Y,No,16,3,3,80,3,11,5,2,3,1,1,2
22,No,Travel_Rarely,1087,Sales,7,1,Life Sciences,1,1166,1,Female,46,4,2,Sales Representative,4,Married,6843,15613,1,Y,No,23,3,3,80,0,0,5,4,0,0,0,0
18,Yes,Travel_Rarely,904,Sales,6,5,Medical,1,1167,1,Male,36,3,1,Sales Executive,1,Single,2374,7657,2,Y,No,12,3,1,80,1,0,5,4,0,0,0,0
35,No,Travel_Rarely,1341,Research & Development,8,4,Life Sciences,1,1168,1,Male,90,1,2,Laboratory Technician,3,Divorced,4850,10726,3,Y,No,25,4,1,80,3,14,4,2,2,1,1,1
60,No,Travel_Rarely,371,Research & Development,29,3,Life Sciences,1,1169,2,Female,66,2,4,Sales Executive,2,Married,15115,24026,2,Y,Yes,17,4,3,80,3,21,3,2,13,5,2,6
57,No,Travel_Rarely,586,Research & Development,29,3,Life Sciences,1,1170,2,Male,60,3,5,Healthcare Representative,3,Divorced,18978,10353,0,Y,No,18,3,2,80,0,23,2,1,14,8,2,11
45,No,Non-Travel,969,Human Resources,11,5,Life Sciences,1,1171,4,Male,65,4,5,Manager,2,Single,18394,11031,2,Y,Yes,25,3,4,80,3,17,5,1,9,3,5,6
45,No,Travel_Rarely,1308,Research & Development,23,2,Medical,1,1172,2,Female,36,1,4,Laboratory Technician,1,Married,13405,22821,5,Y,Yes,13,4,2,80,2,16,1,1,7,3,1,3
34,No,Travel_Rarely,1254,Human Resources,11,1,Life Sciences,1,1173,3,Male,76,1,2,Manufacturing Director,3,Divorced,6849,7165,0,Y,No,13,3,2,80,0,8,0,1,6,3,3,4
25,No,Travel_Rarely,768,Sales,12,1,Life Sciences,1,1174,4,Female,99,1,1,Research Scientist,1,Divorced,3703,13456,1,Y,No,24,3,3,80,2,6,5,2,5,2,3,3
18,No,Travel_Rarely,619,Research & Development,15,4,Technical Degree,1,1175,3,Female,40,3,1,Research Scientist,1,Married,3284,9861,1,Y,Yes,21,3,4,80,1,7,3,4,2,0,1,1
32,Yes,Non-Travel,366,Research & Development,20,5,Other,1,1176,4,Male,47,1,2,Manager,2,Married,4100,14383,0,Y,Yes,17,3,3,80,2,8,4,1,3,2,0,2
31,No,Travel_Rarely,663,Research & Development,8,4,Medical,1,1177,3,Male,85,4,2,Sales Executive,2,Married,5789,8659,1,Y,Yes,12,3,3,80,0,14,6,2,14,7,7,12
