Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerGrowthScore,CompanyExperienceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryLevel_Medium,SalaryLevel_High,SalaryLevel_Very High,TenureLevel_Short Term,TenureLevel_Experienced,TenureLevel_Long Term
28,0,503,7,2,3,50,3,2,1,4149,7867,4,20,3,4,2,7,6,1,7,2,3,3,2.25,7,0.875,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
28,1,1051,6,5,2,48,3,1,2,3824,17944,1,18,3,2,3,0,3,2,0,0,0,0,2.0,1,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
37,0,442,29,3,1,63,3,2,1,7106,8177,1,17,3,4,1,8,4,3,4,3,1,1,2.25,6,0.4444444444444444,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False
24,0,1236,29,2,3,65,3,2,3,5235,15328,1,16,3,3,2,8,2,1,1,1,0,0,2.5,3,0.1111111111111111,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
54,0,758,7,1,3,52,1,5,4,19999,17957,4,12,4,2,0,18,6,2,15,11,5,4,2.75,21,0.7894736842105263,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
51,1,235,9,5,4,53,2,5,4,19311,4971,3,20,3,4,2,17,6,2,11,7,3,5,3.5,15,0.6111111111111112,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True
52,0,1067,3,4,4,51,4,5,1,19031,7782,2,22,3,2,0,18,5,2,13,11,7,10,2.25,23,0.6842105263157895,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
26,0,1407,26,3,3,62,2,1,1,3087,3292,0,17,3,3,2,0,6,3,0,0,0,0,2.5,1,0.0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,0,565,22,2,1,79,2,1,3,2003,7372,1,22,4,1,2,1,0,2,1,0,0,0,1.75,1,0.5,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
57,0,1442,6,1,2,50,3,5,2,17850,24276,0,12,3,4,2,24,6,3,14,5,6,10,2.75,16,0.56,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
30,0,1108,6,1,3,78,3,2,1,3527,2403,3,12,3,4,1,11,2,2,10,5,1,8,2.5,8,0.8333333333333334,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
46,0,1126,15,1,2,54,1,3,3,7620,20577,5,15,4,4,1,14,1,4,12,5,1,6,3.25,9,0.8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
57,0,605,14,3,1,43,1,5,2,19999,6502,3,16,3,4,2,25,6,2,16,9,9,7,2.25,23,0.6153846153846154,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
19,0,822,11,1,3,49,4,2,3,3708,13629,2,18,3,3,2,0,5,4,0,0,0,0,3.25,2,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
18,1,412,21,1,4,88,3,1,1,1588,2288,1,11,3,3,2,0,0,4,0,0,0,0,3.0,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
18,1,945,16,2,3,51,4,1,4,2033,14448,6,12,4,4,0,8,4,2,7,1,0,5,3.25,2,0.7777777777777778,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
24,1,1302,13,4,4,76,4,1,1,2090,25330,1,21,4,3,0,6,6,2,2,2,0,1,2.5,3,0.2857142857142857,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
20,0,1007,7,3,1,71,1,1,1,3323,4944,0,21,3,2,1,1,4,3,1,0,0,1,1.75,1,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
53,0,1322,17,1,4,79,2,4,2,13266,9846,1,22,3,1,1,17,3,2,7,1,2,4,2.25,7,0.3888888888888889,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
44,0,317,13,4,3,72,4,4,4,13762,8656,1,16,3,4,2,10,0,3,8,6,3,5,3.5,13,0.7272727272727273,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
60,0,950,7,3,2,100,2,5,3,17981,19608,1,21,3,1,2,21,3,2,12,6,2,3,2.0,13,0.5454545454545454,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
52,0,513,8,1,4,95,1,4,2,13430,22635,0,14,3,4,0,17,3,4,4,3,1,3,3.5,8,0.2222222222222222,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
59,0,889,6,4,1,52,1,5,2,18928,8840,2,24,3,4,0,20,5,3,4,3,2,2,2.5,10,0.19047619047619047,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False
28,0,242,12,5,1,57,3,2,1,5339,5240,1,11,3,1,3,2,1,1,1,0,1,0,1.0,3,0.3333333333333333,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
30,0,637,19,3,3,56,2,1,3,5377,24234,2,20,3,4,2,8,1,1,6,2,3,3,2.75,6,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
54,0,619,4,1,3,76,4,4,3,13966,4691,0,12,4,3,0,16,6,3,10,3,3,4,3.0,10,0.5882352941176471,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False
28,0,839,8,2,1,64,4,2,3,5248,23465,1,23,4,2,3,3,5,2,3,1,1,1,2.0,4,0.75,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
20,1,1142,20,3,4,98,1,2,2,2504,15994,0,14,3,3,1,7,3,2,7,6,2,1,2.75,10,0.875,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
46,0,903,9,5,4,80,4,3,2,8788,21566,2,11,3,2,2,22,3,3,14,11,2,5,2.75,16,0.6086956521739131,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
52,0,1339,11,5,4,63,1,4,1,11630,23022,4,16,3,4,1,24,4,2,17,8,8,8,2.75,20,0.68,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
59,0,499,5,5,2,52,3,5,2,19662,19321,1,24,3,2,0,22,1,4,11,7,4,7,2.5,16,0.4782608695652174,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
57,0,620,4,5,4,85,4,4,1,14171,11536,3,13,3,1,2,18,1,3,10,8,4,7,2.25,16,0.5263157894736842,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
23,0,761,7,3,1,88,2,2,2,6457,10161,0,15,3,2,1,4,3,2,1,0,0,1,1.75,2,0.2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
51,0,962,9,4,4,98,1,5,2,18239,18179,4,19,3,3,0,18,2,2,6,1,1,1,2.75,7,0.3157894736842105,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False
54,0,1289,14,4,4,68,1,5,4,19032,14942,4,24,4,2,0,16,1,2,0,0,0,0,3.0,5,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False
48,0,932,28,4,3,86,2,4,3,14811,24561,5,13,3,3,3,20,3,1,14,10,2,9,2.5,16,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
53,0,1441,4,4,2,92,4,5,2,17885,21116,1,16,3,4,2,10,4,1,5,2,0,3,2.25,7,0.45454545454545453,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
54,0,762,3,1,2,35,2,4,1,14732,24290,5,25,3,2,1,17,5,4,6,3,2,2,2.25,9,0.3333333333333333,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
37,0,841,2,5,1,40,2,4,1,14677,11994,1,21,3,4,3,13,4,4,12,4,5,10,2.5,13,0.8571428571428571,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
19,0,1071,12,1,1,43,1,2,1,5338,13746,0,19,3,4,1,0,4,1,0,0,0,0,1.75,2,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
37,0,306,14,3,2,46,3,4,2,15894,24058,3,16,3,4,0,9,3,3,3,2,0,2,2.75,6,0.3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
26,0,312,6,3,1,50,1,2,2,6119,9455,2,22,3,3,0,7,0,2,7,3,3,4,2.0,8,0.875,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
22,0,568,11,5,3,30,3,2,1,3491,22651,0,25,3,4,0,9,2,3,5,4,3,2,2.75,9,0.5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,0,206,21,1,3,78,4,2,3,6686,16374,2,17,4,2,3,0,3,3,0,0,0,0,2.75,2,0.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
47,0,681,9,3,4,73,4,3,3,7710,12485,1,25,3,2,3,10,3,4,5,3,2,4,3.25,8,0.45454545454545453,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39,0,588,8,2,2,77,3,3,4,9457,25111,3,14,3,4,1,8,2,3,8,5,2,6,3.25,10,0.8888888888888888,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
41,0,965,4,1,4,85,3,2,4,5855,8706,0,23,3,4,1,6,5,1,4,2,2,3,3.25,6,0.5714285714285714,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
50,0,1456,14,2,2,39,2,4,1,10830,19050,0,17,3,1,1,11,3,3,5,2,2,4,1.75,8,0.4166666666666667,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
41,0,892,6,3,3,53,3,3,3,9226,10953,2,14,4,2,2,8,2,4,2,1,1,1,3.0,5,0.2222222222222222,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
45,0,1433,16,5,4,61,3,3,4,8234,25882,3,17,3,2,0,18,3,4,11,8,5,3,3.5,16,0.5789473684210527,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
21,0,946,8,2,2,48,1,3,4,7949,15709,1,17,3,4,2,2,4,3,2,1,0,1,3.25,4,0.6666666666666666,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False
54,0,986,9,5,1,59,2,5,3,18493,16518,1,20,3,2,2,18,0,2,10,4,1,6,2.0,10,0.5263157894736842,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
37,0,1270,2,4,4,62,4,2,1,6447,9979,0,22,4,3,3,7,2,3,2,2,1,1,2.75,5,0.25,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24,0,910,22,5,2,78,2,2,4,4394,2622,1,24,3,4,1,6,1,1,4,3,0,2,2.75,5,0.5714285714285714,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
52,0,1455,18,5,1,45,1,5,4,19999,26794,4,13,4,4,3,23,2,3,19,5,7,10,3.0,17,0.7916666666666666,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
49,0,986,5,4,3,48,4,4,3,12176,13249,4,14,3,4,0,12,4,1,8,3,2,7,2.75,9,0.6153846153846154,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False
20,1,570,17,4,3,50,4,1,4,3355,18553,1,23,3,3,0,8,1,2,4,2,0,2,3.0,3,0.4444444444444444,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
26,0,701,4,1,1,46,4,2,2,6427,24590,2,12,4,3,3,6,3,3,0,0,0,0,2.25,2,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
18,0,1005,17,4,4,88,2,1,3,3897,10909,0,15,3,3,3,2,2,2,2,2,1,1,3.0,4,0.6666666666666666,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
29,0,504,15,1,3,72,3,1,4,3221,2934,0,21,3,2,3,8,0,2,4,3,2,2,2.75,6,0.4444444444444444,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
22,1,1126,27,4,2,87,4,1,3,2752,21535,1,19,3,3,0,5,6,3,2,0,0,1,2.75,1,0.3333333333333333,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
48,0,109,14,4,1,35,3,4,3,13340,17485,1,11,3,2,1,21,4,4,1,1,0,1,2.5,5,0.045454545454545456,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
40,1,1120,5,4,3,80,4,3,4,7033,18127,1,13,3,4,1,13,2,4,13,5,1,11,3.75,9,0.9285714285714286,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
60,0,128,11,4,4,77,4,4,4,13177,11506,7,22,3,3,1,22,3,3,21,11,4,8,3.5,19,0.9130434782608695,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
50,0,330,8,2,3,85,4,4,3,12846,24716,2,16,3,2,1,14,6,3,7,3,3,3,2.75,10,0.4666666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
44,0,1460,26,2,3,61,3,4,4,12650,12146,1,21,3,3,1,16,1,2,11,9,3,5,3.0,16,0.6470588235294118,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
39,0,1261,3,3,4,82,2,3,2,10664,2965,3,21,3,1,0,8,5,4,2,1,0,1,2.75,4,0.2222222222222222,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
20,0,1142,11,3,3,68,2,2,3,3437,16229,0,23,3,2,3,3,0,4,1,1,1,0,3.0,4,0.25,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
21,0,1399,5,2,1,87,4,1,3,4351,21449,3,19,3,4,1,13,6,1,8,3,1,4,2.25,5,0.5714285714285714,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
44,0,1066,29,3,1,86,2,3,3,7016,12344,4,12,3,1,2,4,2,4,0,0,0,0,2.25,3,0.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
18,0,250,12,3,2,89,1,1,1,1773,13431,0,12,3,3,3,2,2,1,1,1,0,1,1.75,2,0.3333333333333333,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19,0,1281,15,2,3,42,1,2,2,4254,25010,0,14,3,4,0,3,5,3,1,0,0,0,3.0,2,0.25,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False
27,0,432,8,4,1,80,3,1,1,1667,16735,0,13,3,3,0,5,1,2,5,2,1,3,1.75,4,0.8333333333333334,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
56,0,949,17,2,2,44,4,5,3,19999,9657,5,19,3,3,2,18,0,3,9,8,5,6,2.75,18,0.47368421052631576,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
37,0,1348,5,2,2,63,2,2,4,6206,11089,2,17,3,3,3,10,3,4,7,5,2,2,3.25,9,0.6363636363636364,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
48,0,1034,5,3,3,93,3,5,3,18721,21003,3,15,3,1,1,14,6,1,7,6,0,5,2.0,11,0.4666666666666667,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False
35,0,154,26,1,1,38,2,3,4,11749,20690,2,19,3,1,3,10,2,1,4,2,0,2,1.75,5,0.36363636363636365,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
25,1,1205,29,4,1,82,2,2,3,5480,4387,1,23,3,4,0,3,3,3,2,1,1,0,2.75,4,0.5,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
33,0,1220,2,4,4,51,2,3,2,8572,21364,0,16,3,2,2,15,2,4,8,4,2,1,3.0,9,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
21,0,276,7,5,1,48,2,2,1,4677,10383,0,17,3,2,3,2,5,1,1,1,0,0,1.25,3,0.3333333333333333,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
51,0,1418,21,2,1,33,4,3,1,7534,5423,1,24,3,1,2,18,6,2,9,3,1,6,1.25,7,0.47368421052631576,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
25,0,364,15,3,1,81,4,2,4,4860,6025,0,17,3,3,0,2,6,3,2,2,0,1,2.75,4,0.6666666666666666,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
34,1,176,6,3,2,88,2,4,4,15022,24068,3,12,3,1,0,12,1,1,6,3,3,4,2.0,10,0.46153846153846156,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
60,0,878,8,4,1,62,2,4,2,14685,7568,7,13,4,1,1,23,1,4,14,9,8,9,2.0,21,0.5833333333333334,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
43,0,1047,6,4,4,43,1,5,4,19999,14888,1,15,4,1,2,14,6,3,9,7,1,4,3.0,13,0.6,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
37,0,237,16,5,1,73,4,3,1,7640,16152,1,19,4,4,2,6,4,3,5,4,1,4,2.25,8,0.7142857142857143,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
41,0,319,6,5,1,99,3,3,4,9207,14513,0,17,3,4,3,9,2,1,3,1,1,2,2.5,5,0.3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
51,0,1023,8,1,1,85,4,3,1,8867,10612,3,16,3,1,2,22,2,1,8,5,3,3,1.0,11,0.34782608695652173,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
28,0,216,18,2,3,83,3,2,3,6021,2723,0,23,3,1,1,3,1,1,3,2,1,2,2.0,5,0.75,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
45,0,1264,13,4,4,33,4,2,1,4463,3308,3,17,3,4,0,16,0,1,3,1,0,2,2.5,3,0.17647058823529413,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
55,0,482,23,3,1,93,1,4,3,12754,14076,1,18,3,3,3,15,2,3,11,3,6,5,2.5,13,0.6875,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
42,0,1272,5,3,3,73,2,3,2,9147,23597,4,15,3,3,2,16,5,4,10,6,1,2,3.0,10,0.5882352941176471,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
37,0,1137,8,1,2,76,2,2,3,6547,23087,1,17,4,3,2,8,4,4,3,2,1,1,3.0,5,0.3333333333333333,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
24,1,553,5,3,3,54,4,2,1,4758,18914,0,20,4,1,2,1,0,1,1,1,0,1,1.5,3,0.5,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
28,1,1217,7,4,3,92,1,2,2,6231,9135,0,24,3,3,3,4,0,1,2,1,0,1,2.25,3,0.4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False
58,0,385,3,1,2,66,2,4,1,15439,25883,2,23,4,1,3,18,6,3,15,7,5,10,1.75,16,0.7894736842105263,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
41,0,776,1,3,3,47,1,3,3,8066,11628,2,11,4,1,3,13,5,4,7,2,2,6,2.75,7,0.5,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
30,0,1441,3,5,1,55,4,2,1,3773,22029,2,11,3,4,0,7,5,4,2,2,1,1,2.5,5,0.25,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35,0,1344,19,3,2,45,2,3,4,6923,5492,1,23,3,2,1,5,6,3,0,0,0,0,2.75,3,0.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
42,0,1376,3,5,4,96,1,3,1,7688,16025,0,14,3,1,0,12,4,2,11,10,1,6,2.0,14,0.8461538461538461,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True
41,0,310,14,2,4,86,1,3,3,7965,7540,2,11,3,2,0,8,2,2,4,2,2,3,2.75,7,0.4444444444444444,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
48,0,539,7,1,1,72,3,4,4,13957,13559,2,21,3,1,3,17,4,3,8,3,2,3,2.25,9,0.4444444444444444,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29,0,207,8,4,1,84,2,1,2,2981,21560,1,25,3,2,1,9,4,4,5,3,1,2,2.25,5,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
45,0,1351,3,2,4,90,3,3,3,8173,25669,2,21,3,3,2,14,5,1,10,5,1,4,2.75,9,0.6666666666666666,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
37,0,1198,6,1,1,54,1,3,4,9315,3780,1,13,3,2,2,11,3,4,6,3,2,2,2.75,8,0.5,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
58,0,1332,12,1,3,48,4,5,1,18087,12653,3,15,3,1,1,26,0,3,13,3,6,3,2.0,14,0.48148148148148145,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
24,0,262,3,5,3,94,4,1,3,4518,3889,1,15,3,4,0,4,4,1,4,1,2,1,2.75,4,0.8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
24,0,574,6,4,2,55,1,2,3,6628,15664,1,15,4,3,2,1,5,1,1,0,0,1,2.25,2,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
37,0,1101,11,2,2,32,2,2,3,6540,26886,3,20,3,1,3,12,6,2,3,3,0,2,2.0,5,0.23076923076923078,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
39,0,609,14,3,3,85,1,2,3,4709,10405,1,22,3,3,0,7,1,2,0,0,0,0,2.75,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
47,1,511,9,2,2,45,1,3,2,8360,11592,0,15,3,4,1,14,6,1,8,6,1,1,2.25,10,0.5333333333333333,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
35,0,1403,29,1,4,46,4,4,3,14867,9083,0,19,3,1,3,7,0,2,2,1,0,1,2.5,5,0.25,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
57,1,848,10,5,1,79,1,5,2,18760,23194,2,18,3,4,3,17,5,1,7,5,2,4,2.0,12,0.3888888888888889,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
38,0,1138,17,5,4,100,2,3,2,7661,23152,2,16,3,2,2,10,2,4,3,1,0,2,3.0,4,0.2727272727272727,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
